System,3wrobotNI
Controller,CALF
dt,0.1
state_init,[-1.   -1.    1.57]
Nactor,1
pred_step_size_multiplier,1.0
buffer_size,30
run_obj_struct,quadratic
R1_diag,"[1, 1, 0.1, 0, 0]"
R2_diag,"[1, 10, 1, 0, 0]"
Ncritic,30
gamma,1.0
critic_period_multiplier,1.0
critic_struct,quad-mix
actor_struct,quad-nomix
t [s],x [m],y [m],alpha [rad],run_obj,accum_obj,v [m/s],omega [rad/s],N Calf/SARSA-m,N nominal
0.0001,-0.9999999920555039,-0.9999901066348894,1.5699866288931805,2.2464661980355207,0.22464661980355208,-0.022,-0.284,0,0
0.0011,-1.0000000037665182,-1.0000010840277167,1.5697163271031107,2.246403309304247,0.4492869507339768,-0.022,-0.284,0,0
0.010080141731237101,-1.0000004690626303,-1.0001986465443333,1.5671659668514393,2.2459993844378277,0.6738868891777596,-0.022,-0.284,0,0
0.0600801417312371,-1.000012272132895,-1.0012985739763194,1.5529659668514393,2.243793894435808,0.8982662786213405,-0.022,-0.284,0,0
0.1100801417312371,-1.000039692457832,-1.0023982229175201,1.5387659668514393,2.2416618300271955,1.12243246162406,0.07174614126147377,-0.14621446901245239,1,0
0.1600801417312371,-0.999923130520325,-0.9992402019503527,1.53082731454866,2.2326706821427766,1.3456995298383376,0.07174614126147377,-0.14621446901245239,1,0
0.21008014173123712,-0.9997666864760559,-0.9956563158040304,1.5235165910980373,2.222975456237253,1.567997075462063,0.07417137259936084,-0.1416571344122517,2,0
0.2600801417312371,-0.999578739650289,-0.9919635870564827,1.516412965274429,2.2131005443738863,1.7893071298994516,0.07417137259936084,-0.1416571344122517,2,0
0.3100801417312371,-0.9993640421494363,-0.988261246071512,1.5093301085538164,2.203196881417175,2.009626818041169,0.07417137259936084,-0.1416571344122517,2,0
0.3600801417312371,-0.9991231271024383,-0.9845605186124851,1.502247251833204,2.1932815591287844,2.2289549739540475,0.07720668818969566,-0.1358401730614101,3,0
0.4100801417312371,-0.9988464805032885,-0.9807239855304845,1.495428733590644,2.183145073297832,2.447269481283831,0.07720668818969566,-0.1358401730614101,3,0
0.46008014173123707,-0.9985427415405257,-0.9768756265155984,1.4886367249375734,2.1729781787460873,2.6645672991584397,0.07720668818969566,-0.1358401730614101,3,0
0.5100801417312371,-0.9982128716969196,-0.9730294192472322,1.4818447162845028,2.1628023578984266,2.8808475349482823,0.0796899196770568,-0.1347806222513479,4,0
0.5600801417312371,-0.997846527723491,-0.969073172858957,1.4751008564898582,2.152393731191236,3.096086908067406,0.0796899196770568,-0.1347806222513479,4,0
0.6100801417312371,-0.9974524497426517,-0.9651082200589576,1.4683618253772908,2.141955097060758,3.3102824177734815,0.06900692342213205,-0.16266317442504669,5,0
0.6600801417312372,-0.9970811366049741,-0.96162895189701,1.4603557355787051,2.1321663358694374,3.5234990513604254,0.06900692342213205,-0.16266317442504669,5,0
0.7100801417312372,-0.9966869111429897,-0.9582012107513349,1.4522225768574528,2.1224310823393853,3.735742159594364,0.07289535213394793,-0.15735885328247035,6,0
0.7600801417312373,-0.9962435249930185,-0.9546013757825078,1.444330460854789,2.112376013176121,3.9469797609119763,0.07289535213394793,-0.15735885328247035,6,0
0.8100801417312373,-0.9957695949125515,-0.9509875616401109,1.4364625181906654,2.102279306261089,4.157207691538085,0.07015465468696885,-0.12685426775264527,7,0
0.8600801417312374,-0.9952866263829522,-0.9475006287226564,1.429980786509603,2.092840301356245,4.36649172167371,0.07015465468696885,-0.12685426775264527,7,0
0.9100801417312374,-0.9947833030624152,-0.9440292005841416,1.4236380731219707,2.083462924932939,4.574838014167004,0.05212089234976115,-0.10792817142266786,8,0
0.9600801417312375,-0.9943819579046461,-0.9413711017198244,1.4181554128097502,2.0760954347670006,4.782447557643704,0.05212089234976115,-0.10792817142266786,8,0
1.0100801417312375,-0.9939787638277751,-0.9387964392946885,1.4127590042386169,2.068925807426876,4.989340138386392,0.02793899845860709,-0.09503749408265003,9,0
1.0600801417312375,-0.9937382095768161,-0.9373086078054232,1.407948382958065,2.0642997364199704,5.195770112028389,0.02793899845860709,-0.09503749408265003,9,0
1.1100801417312376,-0.9935084490144811,-0.9359306834609441,1.4031965082539326,2.059926487767135,5.401762760805102,0.014556877544005274,-0.09034723851763025,10,0
1.1600801417312376,-0.9933752234558128,-0.935153185735088,1.39865777146545,2.056935538543044,5.607456314659407,0.014556877544005274,-0.09034723851763025,10,0
1.2100801417312377,-0.9932489320614051,-0.9344363829083628,1.3941404095395684,2.054083107378236,5.81286462539723,0.22,-2.84,10,1
1.2600801417312377,-0.9908405769967862,-0.9245529182866647,1.264671379155699,1.996511866858912,6.012515812083121,0.22,-2.84,10,1
1.3100801417312378,-0.9867932406487058,-0.9143345091756716,1.1226713791556988,1.935824395422091,6.20609825162533,0.07742874037660717,0.02666075176368252,11,1
